
cat hubspot_deals_properties.csv
name,label,type,fieldType,groupName
address_line_1,Address Line 1,string,textarea,dealinformation
address_line_2,Address Line 2,string,textarea,dealinformation
alternative_email_address,Alternative Email Address,string,text,dealinformation
amount,Amount,number,number,dealinformation
amount_in_home_currency,Amount in company currency,number,calculation_equation,dealinformation
became_a_customer_date,Became a customer date,date,date,deal_activity
billing_type,Billing type,enumeration,select,dealinformation
budget_confirmed__c,Budget Confirmed,enumeration,booleancheckbox,salesforceinformation
closed_lost_reason,Closed Lost Reason,string,textarea,dealinformation
closed_won_reason,Closed Won Reason,string,textarea,dealinformation
closedate,Close Date,datetime,date,dealinformation
created_by_reseller__,Created by reseller ?,enumeration,select,dealinformation
createdate,Create Date,datetime,date,dealinformation
customer_active_device_count,customer active device count,string,text,dealinformation
customer_ad_check,Customer ad check,string,text,dealinformation
customer_android_device_count,Customer android device count,string,text,dealinformation
customer_apns_expiry,Customer apns expiry,string,text,dealinformation
customer_azure_ad_enabled,customer azure ad enabled,string,text,dealinformation
customer_branch,Customer branch,string,text,dealinformation
customer_dep_device_count,Customer dep device count,string,text,dealinformation
customer_device_limit,Customer device limit,string,text,dealinformation
customer_disk_status,Customer disk status,string,text,dealinformation
customer_enrolleddevice_count,Customer enrolleddevice count,string,text,dealinformation
customer_enterprise_app_count,Customer enterprise app count,string,text,dealinformation
customer_filemanagement_enabled,customer filemanagement enabled,string,text,dealinformation
customer_first_visited_apge,Customer first visited apge,string,text,dealinformation
customer_first_visited_apge__c,Customer First Visited Apge,string,text,salesforceinformation
customer_gsuite_enabled,customer gsuite enabled,string,text,dealinformation
customer_instance_in,customer instance in,string,text,dealinformation
customer_ios_device_count,Customer ios device count,string,text,dealinformation
customer_kiosk_device_count,Customer kiosk device count,string,text,dealinformation
customer_lasrtlogin_time,Customer lasrtlogin time,string,text,dealinformation
customer_last_reported,customer last reported,string,text,dealinformation
customer_license_expiry,Customer license expiry,string,text,dealinformation
customer_mac_device_count,Customer mac device count,string,text,dealinformation
customer_plan_name,Customer plan name,string,text,dealinformation
customer_preenrolled_devices,Customer preenrolled devices,string,text,dealinformation
customer_ram_size,customer ram size,string,text,dealinformation
customer_referral_url,Customer referral url,string,text,dealinformation
customer_referral_url__c,Customer Referral URL,string,text,salesforceinformation
customer_remarks,customer remarks,string,text,dealinformation
customer_revision_no,Customer revision no,string,text,dealinformation
customer_s3_upload_status,Customer s3 upload status,string,text,dealinformation
customer_technician_count,Customer technician count,string,text,dealinformation
customer_tvos_device_count,Customer tvos device count,string,text,dealinformation
customer_type,Customer type,string,text,dealinformation
customer_use_location_api,Customer use location api,string,text,dealinformation
customer_vpn_enabled,customer vpn enabled,string,text,dealinformation
customer_vpp_check,Customer vpp check,string,text,dealinformation
customer_windows_device_count,Customer windows device count,string,text,dealinformation
customer_wizard_completed,Customer wizard completed,string,text,dealinformation
data_upload_execution_set,Data upload execution set,string,text,dealinformation
days_to_close,Days to close,number,calculation_equation,dealinformation
deal_extended_days,deal_extended_days,string,text,dealinformation
deal_extended_days__c,Deal Extended Days,string,text,salesforceinformation
deal_extension_status,deal_extension_status,string,text,dealinformation
deal_extension_status__c,Deal Extension Status,string,text,salesforceinformation
deal_type,Deal type,enumeration,select,dealinformation
dealname,Deal Name,string,text,dealinformation
dealstage,Deal Stage,enumeration,radio,dealinformation
dealtype,Deal Type,enumeration,radio,dealinformation
description,Deal Description,string,textarea,dealinformation
discovery_completed__c,Discovery Completed,enumeration,booleancheckbox,salesforceinformation
engagements_last_meeting_booked,Date of last meeting booked in meetings tool,datetime,date,dealinformation
engagements_last_meeting_booked_campaign,Campaign of last booking in meetings tool,string,text,dealinformation
engagements_last_meeting_booked_medium,Medium of last booking in meetings tool,string,text,dealinformation
engagements_last_meeting_booked_source,Source of last booking in meetings tool,string,text,dealinformation
get_quote_billing,Get Quote Billing,string,text,dealinformation
get_quote_billing__c,Get Quote_Billing,string,text,salesforceinformation
get_quote_pricing_plan,Get Quote Pricing Plan,string,text,dealinformation
get_quote_pricing_plan__c,Get Quote Pricing Plan,string,text,salesforceinformation
gitex_2023_follow_up_and_site_visit,GITEX 2023 Follow up and site visit,enumeration,select,dealinformation
hexcon_attendee_type,hexcon_attendee_type,string,text,dealinformation
hexcon_attendee_type__c,Hexcon Attendee Type,string,text,salesforceinformation
hexcon_contact_rep,HexCon Contact rep,enumeration,checkbox,dealinformation
hexcon_contact_stage,HexCon Contact Stage,enumeration,checkbox,dealinformation
hexcon_contact_status,HexCon Contact Status,enumeration,checkbox,dealinformation
hexcon_referral_url,Hexcon Referral URL,string,textarea,dealinformation
hexcon_referral_url__c,Hexcon Referral URL,string,text,salesforceinformation
hexcon_speaker_about_self,hexcon_speaker_about_self,string,textarea,dealinformation
hexcon_speaker_about_self__c,Hexcon Speaker About Self,string,text,salesforceinformation
hexcon_speaker_article,hexcon_speaker_article,string,textarea,dealinformation
hexcon_speaker_article__c,Hexcon Speaker Article,string,text,salesforceinformation
hexcon_speaker_rank_priority,hexcon_speaker_rank_priority,string,textarea,dealinformation
hexcon_speaker_rank_priority__c,Hexcon Speaker Rank Priority,string,text,salesforceinformation
hexcon_speaking_experience,hexcon_speaking_experience,string,textarea,dealinformation
hexcon_speaking_experience__c,Hexcon Speaking Experience,string,text,salesforceinformation
hexnode_subscription_tier,Hexnode Subscription tier,enumeration,select,dealinformation
hq_address_line_1,hq_address_line_1,string,textarea,dealinformation
hq_address_line_1__c,Hq Address Line 1,string,text,salesforceinformation
hq_city,hq_city,string,text,dealinformation
hq_city__c,Hq City,string,text,salesforceinformation
hq_country,hq_country,string,text,dealinformation
hq_country__c,Hq Country,string,text,salesforceinformation
hq_phonenumber,hq_phonenumber,string,text,dealinformation
hq_phonenumber__c,Hq Phonenumber,string,text,salesforceinformation
hq_state,hq_state,string,text,dealinformation
hq_state__c,Hq State,string,text,salesforceinformation
hq_time_zone,hq_time_zone,string,text,dealinformation
hq_time_zone__c,Hq Time Zone,string,text,salesforceinformation
hq_zipcode,Zip code,string,text,dealinformation
hq_zipcode__c,Hq Zipcode,string,text,salesforceinformation
hs_acv,Annual contract value,number,number,dealinformation
hs_all_accessible_team_ids,All teams,enumeration,select,dealinformation
hs_all_collaborator_owner_ids,Deal Collaborator,enumeration,checkbox,dealinformation
hs_all_deal_split_owner_ids,Deal Split Users,enumeration,checkbox,dealinformation
hs_all_owner_ids,All owner IDs,enumeration,select,dealinformation
hs_all_team_ids,All team IDs,enumeration,select,dealinformation
hs_analytics_latest_source,Latest Traffic Source,enumeration,calculation_equation,analyticsinformation
hs_analytics_latest_source_company,Latest Traffic Source Company,enumeration,select,analyticsinformation
hs_analytics_latest_source_contact,Latest Traffic Source Contact,enumeration,select,analyticsinformation
hs_analytics_latest_source_data_1,Latest Traffic Source Data 1,string,text,analyticsinformation
hs_analytics_latest_source_data_1_company,Latest Traffic Source Data 1 Company,string,text,analyticsinformation
hs_analytics_latest_source_data_1_contact,Latest Traffic Source Data 1 Contact,string,text,analyticsinformation
hs_analytics_latest_source_data_2,Latest Traffic Source Data 2,string,text,analyticsinformation
hs_analytics_latest_source_data_2_company,Latest Traffic Source Data 2 Company,string,text,analyticsinformation
hs_analytics_latest_source_data_2_contact,Latest Traffic Source Data 2 Contact,string,text,analyticsinformation
hs_analytics_latest_source_timestamp,Latest Traffic Source Timestamp,datetime,number,analyticsinformation
hs_analytics_latest_source_timestamp_company,Latest Traffic Source Timestamp Company,datetime,date,analyticsinformation
hs_analytics_latest_source_timestamp_contact,Latest Traffic Source Timestamp Contact,datetime,date,analyticsinformation
hs_analytics_source,Original Traffic Source,enumeration,select,analyticsinformation
hs_analytics_source_data_1,Original Traffic Source Drill-Down 1,string,text,analyticsinformation
hs_analytics_source_data_2,Original Traffic Source Drill-Down 2,string,text,analyticsinformation
hs_arr,Annual recurring revenue,number,number,dealinformation
hs_attributed_team_ids,Attributed reporting team,enumeration,checkbox,dealinformation
hs_average_call_duration,Average call duration,number,calculation_rollup,predictive_deal_score_feature_properties
hs_average_deal_owner_duration_in_current_stage,Average Deal Owner Duration In Current Stage,number,number,dealscripted
hs_campaign,HubSpot Campaign,string,text,dealinformation
hs_closed_amount,Closed Deal Amount,number,calculation_equation,dealinformation
hs_closed_amount_in_home_currency,Closed deal amount in home currency,number,calculation_equation,dealinformation
hs_closed_deal_close_date,Closed Deal Close Date,number,calculation_equation,dealscripted
hs_closed_deal_create_date,Closed Deal Create Date,number,calculation_equation,dealscripted
hs_closed_won_count,Closed won count,number,calculation_equation,dealinformation
hs_closed_won_date,Closed Won Date (Internal),datetime,date,dealinformation
hs_created_by_user_id,Created by user ID,number,number,dealinformation
hs_createdate,HubSpot Create Date,datetime,date,dealinformation
hs_date_entered_10066294,Date entered 'Trial created for testing Higher license Edition (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_1014135901,Date entered 'Moved to outbound team (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_10893988,Date entered 'DND-Prospecting / Not Now (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_10893989,Date entered 'DND-No emails/calls (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_11318325,Date entered 'Lost-Missing Feature (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616391,Date entered 'All existing partners and partner leads (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616392,Date entered 'Tried contacting- No response (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616393,Date entered 'Got response- Not confirmed (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616394,Date entered 'Interested but not registered yet (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616395,Date entered 'No response after initial contact (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616396,Date entered 'Registered for event (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11616397,Date entered 'Declined invite- Not interested (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11617223,Date entered 'Agreed to be speaker (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11617224,Date entered 'Speaker- Scheduled call for recording (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_11617225,Date entered 'No response- Not interested (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_12614771,Date entered 'Prospect didn't sign up after demo (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_12843682,Date entered 'Registered but no response/not reached (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_12843683,Date entered 'Registered- Contacted via call/email (Hexnode Partner Summit 21)',datetime,calculation_read_time,deal_activity
hs_date_entered_12c9c4fb_a3eb_4ce6_9a6c_66cc4e49b2fc_1472318860,Date entered 'Just Signed Up - Need to Call (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_131252330,Date entered 'Inactive deals (prior to 2023 Dec) (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_131462429,Date entered 'POP received (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_131462430,Date entered 'Renewed- Payment pending (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_136165173,Date entered 'Contacted- Maybe (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_137621600,Date entered 'Details invalid (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_137621601,Date entered 'No response (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_137629079,Date entered 'Oppurtunity won  (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_entered_137629080,Date entered 'Lost (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_entered_14731963,Date entered 'Registered (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731964,Date entered 'Tried calling- No Response yet (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731965,Date entered 'Cx Responded (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731966,Date entered 'Sure attendee (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731967,Date entered 'Ready for Video testimonial (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731968,Date entered 'Ready to be Customer Speaker (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14731969,Date entered 'Iterations on Customer Speaker (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732336,Date entered 'Ready to be Guest Speaker (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732337,Date entered 'Rejected (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732338,Date entered 'Customer Declined (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732339,Date entered 'No Response- Not likely (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732340,Date entered 'DND (Hexcon 24 - USA Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732350,Date entered 'Registered (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732351,Date entered 'Tried calling- No Response yet (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732352,Date entered 'Lead Responded (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732353,Date entered 'Sure Attendee (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732354,Date entered 'Ready for Video testimonial (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732355,Date entered 'Ready to be Speaker (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732356,Date entered 'Iterations on Speaking (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732376,Date entered 'Rejected (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732377,Date entered 'Reseller Declined (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732378,Date entered 'No Response- Not likely (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_14732379,Date entered 'DND (Hexcon 21- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_150256805,Date entered 'Payment Failed (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_151053981,Date entered 'Contacted Customer- Agreed to renew (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_151053982,Date entered 'Requested Quote (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_151053983,Date entered 'Requested Cancellation (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_152722295,Date entered 'Oppurtunity won  (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152722296,Date entered 'Lost (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726424,Date entered 'Prospecting (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726425,Date entered 'Lead qualification (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726426,Date entered 'Demo or meeting (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726427,Date entered 'Proposal (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726428,Date entered 'Negotiation or Commitment (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726429,Date entered 'Signed the Agreement (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152726430,Date entered 'Postponed project (Outbound Channel Partner (General))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985697,Date entered 'Just Signed Up (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985698,Date entered 'Active Testing (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985699,Date entered 'No Response After Signup (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985700,Date entered 'Quote/Proposal Sent (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985701,Date entered 'Decision-Making (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985702,Date entered 'Finalized - Awaiting For Approval (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152985703,Date entered 'Closed Won (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152997499,Date entered 'Demo (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152997500,Date entered 'PostPoned the Project (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_152997501,Date entered 'DND-No emails/calls (Inbound Sales Pipeline (Partners))',datetime,calculation_read_time,deal_activity
hs_date_entered_15384688,Date entered 'Quote/Proposal Sent (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_15384689,Date entered 'Decision-Maker Bought-In (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_15384690,Date entered 'Lost-Pricing Negotiation (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_15384691,Date entered 'Technical issues/Poor Support-LOST (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_15384769,Date entered 'Just Signed Up (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653652,Date entered 'Just Signed Up (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653653,Date entered 'Active Testing (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653654,Date entered 'No Response After Signup (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653655,Date entered 'Quote/Proposal Sent (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653656,Date entered 'Decision-Making (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653657,Date entered 'Finalized - Awaiting For Approval (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163653658,Date entered 'Closed Won (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163712111,Date entered 'Demo Portal (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163712112,Date entered 'PostPoned the Project (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_163712113,Date entered 'DND-No emails/calls (Inbound Channel Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684837,Date entered '60 Days to renew (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684838,Date entered 'Cx requested sales negotiation (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684840,Date entered 'Requested Quote (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684841,Date entered 'Contacted- Agreed to renew (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684842,Date entered 'Renewed- Payment received (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684843,Date entered 'Requested Cancellation (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684845,Date entered 'Customer success- Deal assigned (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684848,Date entered 'All Set -Maintenance Mode  (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684849,Date entered 'Facing Issue  (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684850,Date entered 'Not Satisfied Pricing  (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684851,Date entered 'Testimonial Ready - Text case study (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684894,Date entered 'Nearing Renewal (within 90 Days) - Closed Won (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684905,Date entered 'No response (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684906,Date entered 'Not able to Reach - Expired Accounts -Renewal (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684908,Date entered 'Received the PO/Proof of Payment (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684909,Date entered 'Renewed- Pending Payment (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684910,Date entered 'Partial Payment received (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684911,Date entered 'Claim Forms or Doc Requested - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684912,Date entered 'Payment received (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684914,Date entered '30+ Days Due -Not Able to Reach - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684962,Date entered 'Within 30 Days Due -Not Able to Reach - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684963,Date entered '60+ Days Due -Not Able to Reach - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684964,Date entered 'Disabled Login - 70+ Days Due - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684965,Date entered 'Moved to Purging Queue - 90+ Days Due - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1684966,Date entered 'Payment Failure Purged - Churn Out - AR (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_16897244,Date entered 'Didn't Renew- Churn (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694494,Date entered 'Partner Onboarded (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694495,Date entered 'Brough first customer (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694496,Date entered 'Sales Training scheduled (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694497,Date entered 'Product  Training Scheduled (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694498,Date entered 'Product  Training Done (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694499,Date entered 'Met the quaterly target (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694500,Date entered 'Inactive Partner for 3 months (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694513,Date entered 'No response after signing agreement (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694514,Date entered 'Inactive Partner for 6 months (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694515,Date entered 'Inactive Partner for 1 year (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694516,Date entered 'Very Active (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1694517,Date entered 'Cancelled Agreement (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_17252436,Date entered 'Agreement under renewal (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_17252437,Date entered 'Lost to competitor (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809184,Date entered 'No response after sign up (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809185,Date entered 'Validate the details (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809186,Date entered 'Waiting for signing authority details (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809187,Date entered 'Requires Ammendments (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809188,Date entered 'No response after sending agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809189,Date entered 'Agreement voided due to delay (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809190,Date entered 'Do not qualify (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809191,Date entered 'Failed negotiation (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809192,Date entered 'Postponed project (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809193,Date entered 'Failed after no response (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809226,Date entered 'Sales Training Completed (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809227,Date entered 'Product Training Completed (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809228,Date entered 'Target Met for Silver (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809229,Date entered 'Target Met for Gold (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809230,Date entered 'Target met for Platinum (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809231,Date entered 'Inactive for 3 months (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809232,Date entered 'Inactive for 6 months (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809233,Date entered 'Inactive for 1 year (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809234,Date entered 'Pending requests / need approval (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809235,Date entered 'Need Priority handling (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809236,Date entered 'Terminated agreement due to violation of terms (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809237,Date entered 'Did not renew agreement (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809238,Date entered 'Target missed- terminated agreement (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1809239,Date entered 'Requested for termination of agreement (Partner Retention)',datetime,calculation_read_time,deal_activity
hs_date_entered_1848318,Date entered 'Not Satisfied - Due to Past Issues - Closed Won (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1848319,Date entered 'Inactive Accounts - Closed Won (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1848320,Date entered 'Churn - Closed Won (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_1848331,Date entered 'Removed the Policy Configuration  (AR - Payment Due)',datetime,calculation_read_time,deal_activity
hs_date_entered_1926737,Date entered 'Account Freeze (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_1926787,Date entered 'Lead signed as Reseller (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_2302074,Date entered 'Portal already active on another request (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_2503423,Date entered 'Demo Portal (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_261969041,Date entered 'Demo Created  (Hexnode Pre-Sales Demo)',datetime,calculation_read_time,deal_activity
hs_date_entered_262010510,Date entered '3 days (Hexnode Pre-Sales Demo)',datetime,calculation_read_time,deal_activity
hs_date_entered_262010511,Date entered '6 days  (Hexnode Pre-Sales Demo)',datetime,calculation_read_time,deal_activity
